Date,Predicted_Close
2002-11-18,138.16717527728457
2002-11-19,138.0677990761411
2002-11-20,138.00747572976033
2002-11-21,137.97085824914922
2002-11-22,137.94863070431376
2002-11-25,137.93513813898247
2002-11-26,137.92694788132843
2002-11-27,137.92197623073474
2002-11-28,137.9189583391531
2002-11-29,137.91712641846058
2002-12-02,137.91601440587402
2002-12-03,137.91533939194042
2002-12-04,137.9149296449501
2002-12-05,137.91468092031238
2002-12-06,137.91452993947087
2002-12-09,137.91443829107322
2002-12-10,137.9143826586585
2002-12-11,137.91434888866743
2002-12-12,137.91432838960586
2002-12-13,137.9143159462645
2002-12-16,137.91430839290686
2002-12-17,137.91430380786733
2002-12-18,137.91430102465642
2002-12-19,137.9142993351916
2002-12-20,137.9142983096526
2002-12-23,137.91429768712985
2002-12-24,137.91429730924605
2002-12-25,137.91429707986302
2002-12-26,137.91429694062293
2002-12-27,137.9142968561014
2002-12-30,137.91429680479513
2002-12-31,137.9142967736512
2003-01-01,137.9142967547462
2003-01-02,137.91429674327048
2003-01-03,137.9142967363045
2003-01-06,137.914296732076
2003-01-07,137.9142967295092
2003-01-08,137.91429672795113
2003-01-09,137.91429672700534
2003-01-10,137.91429672643122
2003-01-13,137.9142967260827
2003-01-14,137.91429672587117
2003-01-15,137.91429672574276
2003-01-16,137.9142967256648
2003-01-17,137.91429672561748
2003-01-20,137.91429672558874
2003-01-21,137.91429672557132
2003-01-22,137.91429672556075
2003-01-23,137.91429672555432
2003-01-24,137.91429672555043
2003-01-27,137.91429672554807
2003-01-28,137.91429672554662
2003-01-29,137.91429672554574
2003-01-30,137.9142967255452
2003-01-31,137.9142967255449
2003-02-03,137.9142967255447
2003-02-04,137.91429672554457
2003-02-05,137.9142967255445
2003-02-06,137.91429672554443
2003-02-07,137.9142967255444
2003-02-10,137.91429672554438
2003-02-11,137.91429672554438
2003-02-12,137.91429672554438
2003-02-13,137.91429672554438
2003-02-14,137.91429672554438
2003-02-17,137.91429672554438
2003-02-18,137.91429672554438
2003-02-19,137.91429672554438
2003-02-20,137.91429672554438
2003-02-21,137.91429672554438
2003-02-24,137.91429672554438
2003-02-25,137.91429672554438
2003-02-26,137.91429672554438
2003-02-27,137.91429672554438
2003-02-28,137.91429672554438
2003-03-03,137.91429672554438
2003-03-04,137.91429672554438
2003-03-05,137.91429672554438
2003-03-06,137.91429672554438
2003-03-07,137.91429672554438
2003-03-10,137.91429672554438
2003-03-11,137.91429672554438
2003-03-12,137.91429672554438
2003-03-13,137.91429672554438
2003-03-14,137.91429672554438
2003-03-17,137.91429672554438
2003-03-18,137.91429672554438
2003-03-19,137.91429672554438
2003-03-20,137.91429672554438
2003-03-21,137.91429672554438
2003-03-24,137.91429672554438
2003-03-25,137.91429672554438
2003-03-26,137.91429672554438
2003-03-27,137.91429672554438
2003-03-28,137.91429672554438
2003-03-31,137.91429672554438
2003-04-01,137.91429672554438
2003-04-02,137.91429672554438
2003-04-03,137.91429672554438
2003-04-04,137.91429672554438
2003-04-07,137.91429672554438
2003-04-08,137.91429672554438
2003-04-09,137.91429672554438
2003-04-10,137.91429672554438
2003-04-11,137.91429672554438
2003-04-14,137.91429672554438
2003-04-15,137.91429672554438
2003-04-16,137.91429672554438
2003-04-17,137.91429672554438
2003-04-18,137.91429672554438
2003-04-21,137.91429672554438
2003-04-22,137.91429672554438
2003-04-23,137.91429672554438
2003-04-24,137.91429672554438
2003-04-25,137.91429672554438
2003-04-28,137.91429672554438
2003-04-29,137.91429672554438
2003-04-30,137.91429672554438
2003-05-01,137.91429672554438
2003-05-02,137.91429672554438
2003-05-05,137.91429672554438
2003-05-06,137.91429672554438
2003-05-07,137.91429672554438
2003-05-08,137.91429672554438
2003-05-09,137.91429672554438
2003-05-12,137.91429672554438
2003-05-13,137.91429672554438
2003-05-14,137.91429672554438
2003-05-15,137.91429672554438
2003-05-16,137.91429672554438
2003-05-19,137.91429672554438
2003-05-20,137.91429672554438
2003-05-21,137.91429672554438
2003-05-22,137.91429672554438
2003-05-23,137.91429672554438
2003-05-26,137.91429672554438
2003-05-27,137.91429672554438
2003-05-28,137.91429672554438
2003-05-29,137.91429672554438
2003-05-30,137.91429672554438
2003-06-02,137.91429672554438
2003-06-03,137.91429672554438
2003-06-04,137.91429672554438
2003-06-05,137.91429672554438
2003-06-06,137.91429672554438
2003-06-09,137.91429672554438
2003-06-10,137.91429672554438
2003-06-11,137.91429672554438
2003-06-12,137.91429672554438
2003-06-13,137.91429672554438
2003-06-16,137.91429672554438
2003-06-17,137.91429672554438
2003-06-18,137.91429672554438
2003-06-19,137.91429672554438
2003-06-20,137.91429672554438
2003-06-23,137.91429672554438
2003-06-24,137.91429672554438
2003-06-25,137.91429672554438
2003-06-26,137.91429672554438
2003-06-27,137.91429672554438
2003-06-30,137.91429672554438
2003-07-01,137.91429672554438
2003-07-02,137.91429672554438
2003-07-03,137.91429672554438
2003-07-04,137.91429672554438
2003-07-07,137.91429672554438
2003-07-08,137.91429672554438
