Date,Predicted_Close
2002-11-18,483.555934227484
2002-11-19,483.85666399271827
2002-11-20,484.0407673862325
2002-11-21,484.1534734214235
2002-11-22,484.2224707936391
2002-11-25,484.2647102120038
2002-11-26,484.2905687107625
2002-11-27,484.3063989940368
2002-11-28,484.3160901161271
2002-11-29,484.3220229125113
2002-12-02,484.3256549039987
2002-12-03,484.3278783685019
2002-12-04,484.3292395485636
2002-12-05,484.3300728477495
2002-12-06,484.3305829841765
2002-12-09,484.33089528398256
2002-12-10,484.3310864704255
2002-12-11,484.33120351262414
2002-12-12,484.3312751645471
2002-12-13,484.33131902905166
2002-12-16,484.33134588241
2002-12-17,484.3313623217352
2002-12-18,484.3313723857059
2002-12-19,484.331378546756
2002-12-20,484.3313823184819
2002-12-23,484.3313846274902
2002-12-24,484.33138604103925
2002-12-25,484.3313869063981
2002-12-26,484.33138743616115
2002-12-27,484.33138776047616
2002-12-30,484.3313879590182
2002-12-31,484.3313880805634
2003-01-01,484.331388154972
2003-01-02,484.3313882005241
2003-01-03,484.33138822841056
2003-01-06,484.33138824548234
2003-01-07,484.3313882559335
2003-01-08,484.3313882623316
2003-01-09,484.33138826624844
2003-01-10,484.33138826864626
2003-01-13,484.3313882701142
2003-01-14,484.3313882710128
2003-01-15,484.33138827156296
2003-01-16,484.33138827189975
2003-01-17,484.3313882721059
2003-01-20,484.3313882722322
2003-01-21,484.3313882723094
2003-01-22,484.3313882723567
2003-01-23,484.33138827238565
2003-01-24,484.3313882724034
2003-01-27,484.33138827241424
2003-01-28,484.3313882724209
2003-01-29,484.331388272425
2003-01-30,484.3313882724275
2003-01-31,484.331388272429
2003-02-03,484.33138827242993
2003-02-04,484.3313882724305
2003-02-05,484.33138827243084
2003-02-06,484.33138827243107
2003-02-07,484.3313882724312
2003-02-10,484.33138827243124
2003-02-11,484.3313882724313
2003-02-12,484.33138827243135
2003-02-13,484.33138827243135
2003-02-14,484.33138827243135
2003-02-17,484.33138827243135
2003-02-18,484.33138827243135
2003-02-19,484.33138827243135
2003-02-20,484.33138827243135
2003-02-21,484.33138827243135
2003-02-24,484.33138827243135
2003-02-25,484.33138827243135
2003-02-26,484.33138827243135
2003-02-27,484.33138827243135
2003-02-28,484.33138827243135
2003-03-03,484.33138827243135
2003-03-04,484.33138827243135
2003-03-05,484.33138827243135
2003-03-06,484.33138827243135
2003-03-07,484.33138827243135
2003-03-10,484.33138827243135
2003-03-11,484.33138827243135
2003-03-12,484.33138827243135
2003-03-13,484.33138827243135
2003-03-14,484.33138827243135
2003-03-17,484.33138827243135
2003-03-18,484.33138827243135
2003-03-19,484.33138827243135
2003-03-20,484.33138827243135
2003-03-21,484.33138827243135
2003-03-24,484.33138827243135
2003-03-25,484.33138827243135
2003-03-26,484.33138827243135
2003-03-27,484.33138827243135
2003-03-28,484.33138827243135
2003-03-31,484.33138827243135
2003-04-01,484.33138827243135
2003-04-02,484.33138827243135
2003-04-03,484.33138827243135
2003-04-04,484.33138827243135
2003-04-07,484.33138827243135
2003-04-08,484.33138827243135
2003-04-09,484.33138827243135
2003-04-10,484.33138827243135
2003-04-11,484.33138827243135
2003-04-14,484.33138827243135
2003-04-15,484.33138827243135
2003-04-16,484.33138827243135
2003-04-17,484.33138827243135
2003-04-18,484.33138827243135
2003-04-21,484.33138827243135
2003-04-22,484.33138827243135
2003-04-23,484.33138827243135
2003-04-24,484.33138827243135
2003-04-25,484.33138827243135
2003-04-28,484.33138827243135
2003-04-29,484.33138827243135
2003-04-30,484.33138827243135
2003-05-01,484.33138827243135
2003-05-02,484.33138827243135
2003-05-05,484.33138827243135
2003-05-06,484.33138827243135
2003-05-07,484.33138827243135
2003-05-08,484.33138827243135
2003-05-09,484.33138827243135
2003-05-12,484.33138827243135
2003-05-13,484.33138827243135
2003-05-14,484.33138827243135
2003-05-15,484.33138827243135
2003-05-16,484.33138827243135
2003-05-19,484.33138827243135
2003-05-20,484.33138827243135
2003-05-21,484.33138827243135
2003-05-22,484.33138827243135
2003-05-23,484.33138827243135
2003-05-26,484.33138827243135
2003-05-27,484.33138827243135
2003-05-28,484.33138827243135
2003-05-29,484.33138827243135
2003-05-30,484.33138827243135
2003-06-02,484.33138827243135
2003-06-03,484.33138827243135
2003-06-04,484.33138827243135
2003-06-05,484.33138827243135
2003-06-06,484.33138827243135
2003-06-09,484.33138827243135
2003-06-10,484.33138827243135
2003-06-11,484.33138827243135
2003-06-12,484.33138827243135
2003-06-13,484.33138827243135
2003-06-16,484.33138827243135
2003-06-17,484.33138827243135
2003-06-18,484.33138827243135
2003-06-19,484.33138827243135
2003-06-20,484.33138827243135
2003-06-23,484.33138827243135
2003-06-24,484.33138827243135
2003-06-25,484.33138827243135
