Date,Predicted_Close
2002-11-18,604.1208135397285
2002-11-19,604.6734106485459
2002-11-20,605.1296289628254
2002-11-21,605.5062779661645
2002-11-22,605.8172353900029
2002-11-25,606.0739585422828
2002-11-26,606.2859064549679
2002-11-27,606.4608884045607
2002-11-28,606.6053516469462
2002-11-29,606.7246189682277
2002-12-02,606.8230848041784
2002-12-03,606.9043771543821
2002-12-04,606.9714912568304
2002-12-05,607.0268999482527
2002-12-06,607.0726447764354
2002-12-09,607.110411221586
2002-12-10,607.1415907982939
2002-12-11,607.167332326251
2002-12-12,607.1885842588148
2002-12-13,607.2061296290217
2002-12-16,607.2206149006445
2002-12-17,607.2325737873201
2002-12-18,607.2424469173687
2002-12-19,607.2505980688597
2002-12-20,607.2573275731103
2002-12-23,607.2628833804719
2002-12-24,607.2674701961256
2002-12-25,607.2712570224988
2002-12-26,607.2743833862038
2002-12-27,607.2769644789322
2002-12-30,607.2790954017235
2002-12-31,607.2808546689873
2003-01-01,607.2823071013883
2003-01-02,607.2835062141795
2003-01-03,607.2844961889866
2003-01-06,607.2853135016915
2003-01-07,607.2859882663953
2003-01-08,607.2865453449807
2003-01-09,607.2870052631546
2003-01-10,607.2873849667228
2003-01-13,607.287698445963
2003-01-14,607.2879572511001
2003-01-15,607.2881709178774
2003-01-16,607.2883473189034
2003-01-17,607.2884929537203
2003-01-20,607.2886131882809
2003-01-21,607.2887124526595
2003-01-22,607.2887944042781
2003-01-23,607.2888620626654
2003-01-24,607.2889179207127
2003-01-27,607.2889640365244
2003-01-28,607.2890021092495
2003-01-29,607.2890335416878
2003-01-30,607.2890594919755
2003-01-31,607.289080916258
2003-02-03,607.2890986039183
2003-02-04,607.2891132066633
2003-02-05,607.2891252625346
2003-02-06,607.2891352157343
2003-02-07,607.2891434329904
2003-02-10,607.2891502170698
2003-02-11,607.289155817934
2003-02-12,607.289160441948
2003-02-13,607.2891642594849
2003-02-14,607.2891674112029
2003-02-17,607.2891700132279
2003-02-18,607.2891721614321
2003-02-19,607.2891739349668
2003-02-20,607.2891753991782
2003-02-21,607.2891766080156
2003-02-24,607.2891776060189
2003-02-25,607.28917842996
2003-02-26,607.2891791101969
2003-02-27,607.2891796717932
2003-02-28,607.2891801354413
2003-03-03,607.2891805182242
2003-03-04,607.2891808342457
2003-03-05,607.2891810951497
2003-03-06,607.2891813105493
2003-03-07,607.2891814883809
2003-03-10,607.2891816351968
2003-03-11,607.2891817564064
