Date,Close,lag_1,lag_5,lag_10,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,RSI,Momentum,TrueRange,ATR,ParabolicSAR
2010-01-04,990.776611328125,976.8558959960938,976.8558959960938,976.8558959960938,0.014149946748414364,0.014149946748414364,0.014149946748414364,0.014149946748414364,0.030190984919818434,0.04830375581309137,0.0486075811420834,0.03173877218130544,0.030190984919818434,0.030190984919818434,0.030190984919818434,0.0,0.0,0.0,0.0,21.950988545751656,-32.078125,29.051488441735728,27.30059939480552,976.8558959960938
2010-01-05,980.1845703125,990.776611328125,976.8558959960938,976.8558959960938,0.014149946748414364,0.014149946748414364,0.014149946748414364,0.014149946748414364,0.02463935656883937,0.04830375581309137,0.0486075811420834,0.03173877218130544,0.030190984919818434,0.030190984919818434,0.030190984919818434,-0.00406187946977481,0.0,0.0,0.0,21.950988545751656,-32.078125,28.14361564458079,27.30059939480552,990.776611328125
2010-01-06,971.1060791015624,980.1845703125,976.8558959960938,976.8558959960938,-0.010748200505934426,0.014149946748414364,0.014149946748414364,0.014149946748414364,0.0027409601433203284,0.02494318189783166,0.0486075811420834,0.03173877218130544,0.02463935656883937,0.030190984919818434,0.030190984919818434,-0.02095606328391203,-0.00406187946977481,0.0,0.0,21.950988545751656,-32.078125,23.301664469910406,27.30059939480552,980.1845703125
2010-01-07,982.9078369140624,971.1060791015624,976.8558959960938,976.8558959960938,-0.009305181388252646,-0.010748200505934426,0.014149946748414364,0.014149946748414364,0.0,-0.014127848817457673,0.008074372937053674,0.03173877218130544,0.0027409601433203284,0.02463935656883937,0.030190984919818434,-0.026643185427819373,-0.02095606328391203,-0.00406187946977481,0.0,21.950988545751656,-32.078125,27.538217374489818,27.30059939480552,971.1060791015624
2010-01-08,962.3297729492188,982.9078369140624,976.8558959960938,976.8558959960938,0.012079649200810153,-0.009305181388252646,-0.010748200505934426,0.014149946748414364,0.013622479631068867,0.005859142035483846,-0.008268706781973919,0.01393351497253729,0.0,0.0027409601433203284,0.02463935656883937,-0.005626817124410225,-0.026643185427819373,-0.02095606328391203,-0.00406187946977481,21.950988545751656,-32.078125,18.762423384088038,27.30059939480552,982.9078369140624
2010-01-11,938.1206665039062,962.3297729492188,990.776611328125,976.8558959960938,-0.021158167550595564,0.012079649200810153,-0.009305181388252646,-0.010748200505934426,0.0018325811951124757,0.021280705199806724,0.01351736760422149,-0.0006104812132361898,0.013622479631068867,0.0,0.0027409601433203284,-0.028843670017488,-0.005626817124410225,-0.026643185427819373,-0.02095606328391203,21.950988545751656,-32.078125,29.95927272497636,27.30059939480552,962.3297729492188
2010-01-12,935.6994018554688,938.1206665039062,980.1845703125,976.8558959960938,-0.025478608186186618,-0.021158167550595564,0.012079649200810153,-0.009305181388252646,0.005028324827540194,-0.025074360470266586,-0.005626236465572505,-0.013389574061157582,0.0018325811951124757,0.013622479631068867,0.0,-0.0323382169383294,-0.028843670017488,-0.005626817124410225,-0.026643185427819373,21.950988545751656,-32.078125,35.40640314792438,27.30059939480552,938.1206665039062
2010-01-13,947.8041381835938,935.6994018554688,971.1060791015624,976.8558959960938,-0.0025843100272950866,-0.025478608186186618,-0.021158167550595564,0.012079649200810153,0.017061371748910117,-0.013001923526386853,-0.0431046088241936,-0.023656484819499477,0.005028324827540194,0.0018325811951124757,0.013622479631068867,-0.002275278590148296,-0.0323382169383294,-0.028843670017488,-0.005626817124410225,21.950988545751656,-32.078125,18.15709441559966,27.30059939480552,935.6994018554688
2010-01-14,939.0285034179688,947.8041381835938,982.9078369140624,976.8558959960938,0.012853602584167578,-0.0025843100272950866,-0.025478608186186618,-0.021158167550595564,0.008608399138325945,0.022472857176816005,-0.0075904380984809,-0.03769312339628774,0.017061371748910117,0.005028324827540194,0.0018325811951124757,-0.009975915757349527,-0.002275278590148296,-0.0323382169383294,-0.028843670017488,21.950988545751656,-32.078125,17.5519291485582,27.30059939480552,947.8041381835938
2010-01-15,944.7777709960938,939.0285034179688,962.3297729492188,976.8558959960938,-0.009302041792374772,0.012853602584167578,-0.0025843100272950866,-0.025478608186186618,0.012052178747258568,0.015568629315518187,0.029433087354008222,-0.0006302079212886978,0.008608399138325945,0.017061371748910117,0.005028324827540194,-0.00994081262148896,-0.009975915757349527,-0.002275278590148296,-0.0323382169383294,21.950988545751656,-32.078125,20.880819967568073,27.30059939480552,939.0285034179688
