Date,Close,High,Low,Open,Volume
2015-01-02,597.6211547851562,622.5031862107305,596.263953071034,622.5031862107305,420043
2015-01-05,608.4786987304688,611.193101847482,595.3590836649048,597.1686857429136,450087
2015-01-06,599.8831787109375,610.28839221799,599.4307781236744,610.28839221799,602625
2015-01-07,604.4072265625,611.1932358427675,598.5260185196014,598.5260185196014,444784
2015-01-08,617.9791870117188,618.431587587862,603.9547691512771,610.288377217283,448411
2015-01-09,625.2176513671875,627.4796544473872,615.717238430349,617.9792415105486,584294
2015-01-12,615.2647705078125,629.7415886374081,611.1931654088638,628.8367875043084,561769
2015-01-13,622.0509643554688,626.1225706676137,611.6457482244318,611.6457482244318,759933
2015-01-14,612.0980834960938,620.6936959029125,606.5697607704757,620.6936959029125,534510
2015-01-15,613.907470703125,632.4558909675525,612.0978687261077,625.6698835537376,846449
2015-01-16,605.3119506835938,614.8123624656232,596.7163400236623,614.8123624656232,1004012
2015-01-19,622.0509643554688,622.0509643554688,607.5741419122869,608.4789433149858,457601
2015-01-20,633.3607177734375,638.7895239257813,622.9555059814453,622.9555059814453,842067
2015-01-21,630.6464233398438,637.3817359417186,624.4395004903078,630.6464233398438,832549
2015-01-22,630.1940307617188,634.7180367255502,625.6700247978873,634.7180367255502,705285
2015-01-23,630.6464233398438,635.6228298367865,627.4796192054256,631.5512245211061,742872
2015-01-26,635.622802734375,637.4324050197398,626.5566776128002,630.6463964496219,515756
2015-01-27,630.6464233398438,637.4324321993113,623.8604144803763,635.6228298367865,510584
2015-01-28,638.7894897460938,640.5990917000487,630.6462809532965,635.1702858381839,781229
2015-01-29,632.4560546875,639.2420638579667,628.8368497965844,638.3372626352378,714122
2015-01-30,630.1940307617188,636.980039707466,623.8242502455297,635.1704373219334,651012
2015-02-02,621.1460571289062,632.9084733600436,614.3962199338438,632.9084733600436,494044
2015-02-03,627.0272216796875,627.9320228653725,619.3364116013652,623.8604175297901,1521620
2015-02-04,632.4560546875,632.4560546875,624.3128436829398,630.1940516306778,631274
2015-02-05,635.622802734375,639.2420073051045,626.1223907362099,626.1223907362099,464932
2015-02-06,638.7894897460938,640.5990917000487,631.0986814417852,631.0986814417852,479954
2015-02-09,613.907470703125,627.4794855307548,600.3354558754951,623.8602815767202,1175747
2015-02-10,623.8603515625,631.5511608275925,609.8359346673315,612.550337937364,1057423
2015-02-11,629.2891845703125,631.0987868264457,621.5983749817465,624.3127783659462,896726
2015-02-12,636.0751953125,639.2419992720928,630.1939879589705,630.1939879589705,766043
2015-02-13,637.8848266601562,641.5040313504267,636.5276249013049,636.9800254875886,614710
2015-02-16,630.1940307617188,638.3372414966153,627.4796271834199,635.6228379183165,707229
2015-02-17,631.0987548828125,633.8131581296203,627.0271500126008,631.0987548828125,475462
2015-02-18,636.980224609375,641.0518311587247,632.0038166046143,632.0038166046143,450855
2015-02-19,640.146728515625,640.146728515625,633.3607207928445,634.2655218225486,400442
2015-02-20,640.146728515625,642.8611316047372,633.3607207928445,642.8611316047372,245889
2015-02-23,643.3135375976562,645.3493399318261,640.1467339667255,645.1231396724738,312106
2015-02-24,646.0280151367188,647.8376174200149,639.6944071451823,644.6708134242466,518853
2015-02-25,647.38525390625,651.0044586800096,642.4088473423305,646.0280521160902,350194
2015-02-26,648.2900390625,650.0996414046144,641.5040302795708,644.6708343782711,287217
2015-02-27,644.6709594726562,651.9093702456826,643.766158126028,646.932962839227,378332
2015-03-02,645.1231689453125,651.0043759553329,641.0515640922215,641.5039646314539,555572
2015-03-03,631.5511474609375,646.9327656655735,627.9319431774937,645.1231635238516,771452
2015-03-04,638.7894897460938,639.2418902345825,627.9318780223641,636.0750868151613,845013
2015-03-05,643.3135375976562,645.1231396724738,637.432330854499,641.0515350041343,302176
2015-03-06,638.3372802734375,647.3852927507364,636.9800784018427,646.0280908791416,275843
2015-03-09,624.76513671875,637.4323516558427,623.8603356518148,635.1703489885048,556615
2015-03-10,615.2647705078125,626.1223841050092,614.3599693747128,621.1459778729608,690107
