Date,SP_500,VN_30,VN_Index,VN_Index_volum,XAU_USD,XAU_USD_volum,USD_VND,USD_VND_volum,Gold,Gold_volum,Oil,Oil_volum,Bitcoin,Bitcoin_volum,FPT
2022-01-24,4410.1,1471.31,1439.71,-2.25,1843.06,0.54,22675.0,0.22,1841.699951171875,8.0,86.2699966430664,34253.0,36654.328125,41856658597.0,70266.0
2022-01-25,4356.4,1516.16,1479.58,2.77,1847.56,0.24,22630.0,-0.2,1852.699951171875,11.0,88.19999694824219,29496.0,36954.00390625,26428189594.0,71255.0
2022-01-26,4349.9,1525.31,1481.58,0.14,1818.12,-1.59,22630.0,0.0,1829.9000244140625,55.0,89.95999908447266,29805.0,36852.12109375,31324598034.0,70843.0
2022-01-27,4326.5,1516.57,1470.76,-0.73,1796.51,-1.19,22630.0,0.0,1793.300048828125,196036.0,89.33999633789062,15201.0,37138.234375,25041426629.0,70761.0
2022-01-28,4431.9,1532.24,1478.96,0.56,1791.03,-0.3,22645.0,0.07,1784.9000244140625,28521.0,90.02999877929688,10824.0,37784.33203125,22238830523.0,73726.0
2022-01-29,4459.8,1533.141,1480.83,0.63,1792.8433333333332,-0.1,22647.0,0.07200000000000001,1788.2666829427083,19592.333333333336,90.42333221435547,18437.333333333332,38138.1796875,17194183075.0,74220.33333333333
2022-01-30,4487.7,1534.042,1482.7,0.7000000000000001,1794.6566666666668,0.09999999999999998,22649.0,0.07400000000000001,1791.6333414713542,10663.666666666668,90.81666564941406,26050.666666666664,37917.6015625,14643548444.0,74714.66666666667
2022-01-31,4515.6,1534.943,1484.5700000000002,0.77,1796.47,0.3,22651.0,0.076,1795.0,1735.0,91.20999908447266,33664.0,38483.125,20734730465.0,75209.0
2022-02-01,4546.5,1535.844,1486.44,0.8400000000000001,1800.65,0.23,22653.0,0.078,1800.300048828125,223.0,89.16000366210938,36248.0,38743.2734375,20288500328.0,75703.33333333333
2022-02-02,4589.4,1536.745,1488.31,0.91,1806.5,0.32,22655.0,0.08,1809.199951171875,1690.0,89.47000122070312,38172.0,36952.984375,19155189416.0,76197.66666666667
2022-02-03,4477.4,1537.646,1490.18,0.98,1804.4,-0.12,22657.0,0.082,1803.0,466.0,91.11000061035156,33059.0,37154.6015625,18591534769.0,76692.0
2022-02-04,4500.5,1538.547,1492.0500000000002,1.05,1807.49,0.17,22659.0,0.084,1806.5999755859375,571.0,93.2699966430664,33357.0,41500.875,29412210792.0,77180.0
2022-02-05,4494.966666666666,1539.448,1493.92,1.12,1811.7633333333333,0.35,22661.0,0.086,1811.2666422526042,581.0,93.07666524251302,34576.666666666664,41441.1640625,19652846215.0,77668.0
