Date,EUR
2024-06-19,2162.7
2024-06-20,2196.32
2024-06-21,2183.92
2024-06-24,2170.72
2024-06-25,2171.93
2024-06-26,2152.83
2024-06-27,2170.17
2024-06-28,2175.16
2024-07-01,2170.44
2024-07-02,2172.71
2024-07-03,2187.25
2024-07-04,2181.51
2024-07-05,2197.53
2024-07-08,2194.1
2024-07-09,2190.47
2024-07-10,2202.23
2024-07-11,2216.99
2024-07-12,2207.11
2024-07-15,2220.11
2024-07-16,2243.73
2024-07-17,2269.21
2024-07-18,2257.05
2024-07-19,2208.08
2024-07-22,2197.96
2024-07-23,2214.23
2024-07-24,2231.55
2024-07-25,2176.58
2024-07-26,2196.13
2024-07-29,2209.48
2024-07-30,2210.33
2024-07-31,2244.7
2024-08-01,2275.68
2024-08-02,2263.43
2024-08-05,2184.17
2024-08-06,2193.04
2024-08-07,2197.81
2024-08-08,2210.51
2024-08-09,2223.05
2024-08-12,2243.75
2024-08-13,2252.6
2024-08-14,2229.72
2024-08-15,2228.68
2024-08-16,2259.0
2024-08-19,2252.62
2024-08-20,2275.98
2024-08-21,2241.12
2024-08-22,2234.92
2024-08-23,2247.36
2024-08-26,2247.36
2024-08-27,2246.6
2024-08-28,2253.94
2024-08-29,2272.24
2024-08-30,2274.52
2024-09-02,2257.91
2024-09-03,2246.4
2024-09-04,2244.43
2024-09-05,2260.65
2024-09-06,2262.48
2024-09-09,2262.38
2024-09-10,2272.88
2024-09-11,2276.46
2024-09-12,2304.86
2024-09-13,2323.26
2024-09-16,2321.86
2024-09-17,2315.45
2024-09-18,2310.41
2024-09-19,2308.49
2024-09-20,2332.07
2024-09-23,2364.0
2024-09-24,2362.17
2024-09-25,2390.17
2024-09-26,2384.95
2024-09-27,2386.88
2024-09-30,2359.12
2024-10-01,2413.2
2024-10-02,2408.75
2024-10-03,2400.41
2024-10-04,2417.93
2024-10-07,2404.36
2024-10-08,2405.16
2024-10-09,2385.94
2024-10-10,2410.55
2024-10-11,2420.1
2024-10-14,2435.24
2024-10-15,2432.55
2024-10-16,2461.58
2024-10-17,2483.93
2024-10-18,2496.09
2024-10-21,2529.3
2024-10-22,2531.92
2024-10-23,2540.1
2024-10-24,2527.06
2024-10-25,2527.95
2024-10-28,2535.42
2024-10-29,2562.6
2024-10-30,2556.41
2024-10-31,2517.17
2024-11-01,2532.58
2024-11-04,2518.69
2024-11-05,2509.19
2024-11-06,2479.91
2024-11-07,2491.44
2024-11-08,2512.98
2024-11-11,2464.79
2024-11-12,2457.67
2024-11-13,2458.84
2024-11-14,2431.39
2024-11-15,2437.96
2024-11-18,2461.38
2024-11-19,2479.4
2024-11-20,2507.17
2024-11-21,2541.29
2024-11-22,2586.57
2024-11-25,2513.26
2024-11-26,2504.39
2024-11-27,2497.02
2024-11-28,2503.41
2024-11-29,2508.56
2024-12-02,2519.21
2024-12-03,2507.98
2024-12-04,2513.67
2024-12-05,2498.25
2024-12-06,2499.57
2024-12-09,2528.53
2024-12-10,2559.09
2024-12-11,2579.57
2024-12-12,2556.28
2024-12-13,2533.39
2024-12-16,2525.16
2024-12-17,2510.81
2024-12-18,2516.13
2024-12-19,2501.88
2024-12-20,2508.82
2024-12-23,2513.75
2024-12-24,2513.75
2024-12-25,2513.75
2024-12-26,2513.75
2024-12-27,2510.27
2024-12-30,2510.2
2024-12-31,2510.2
