Date,Close,High,Low,Open,Volume
2020-01-02,113.89018249511719,114.52204341560466,112.51085640824573,112.70349879685115,36311969
2020-01-03,113.99807739257812,114.59912078679882,113.03486531748598,113.61279256254127,36311232
2020-01-06,113.33538055419922,113.75148297341781,112.32131536033937,113.2583188894006,32678727
2020-01-07,113.0117416381836,114.99981263966087,112.7035067399163,113.81312885776029,46548901
2020-01-08,113.65901947021484,113.75148406249107,112.10246553846193,112.76515588501341,44317571
2020-01-09,117.09577178955078,117.20365107262964,113.85166831745953,114.64535413395966,67901019
2020-01-10,116.84917449951172,118.49819298484778,116.1864841685098,118.49819298484778,68843249
2020-01-13,116.83377075195312,118.49820407743383,116.04008492468377,117.12659099198034,50377328
2020-01-14,120.62495422363281,120.91777442013193,107.87973882457412,116.98787670344035,104456027
2020-01-15,121.71917724609375,121.91952110602976,120.14720870273528,120.65578745252532,163698025
2020-01-16,119.96226501464844,122.13527684588426,119.80815345223903,122.13527684588426,48586172
2020-01-17,118.9605484008789,120.96402247098739,118.9605484008789,120.7174462928331,72595646
2020-01-20,119.43830108642578,120.14722378514482,118.7139637017893,118.83725767320833,81380555
2020-01-21,119.36122131347656,119.88521473356288,118.80486999162704,119.14546277519352,161546021
2020-01-22,117.66596221923828,120.39378487822461,117.45020369635274,120.39378487822461,43265441
2020-01-23,118.82183837890625,119.45371113945204,117.18823447382267,118.02045111168405,76292919
2020-01-24,120.5941390991211,120.96400920476857,119.26875848276244,119.37663775349122,64369926
2020-01-27,118.8989028930664,142.59392033733303,118.2053831326045,120.14722200075371,72062800
2020-01-28,120.7174301147461,120.77907709051297,118.99135006714884,119.5461610910923,45580180
2020-01-29,119.91604614257812,121.64212640543649,119.43829671825227,121.33390324612171,52825467
2020-01-30,115.89366149902344,119.26876006187389,115.04604200577727,118.77559599516157,67123618
2020-01-31,115.04605865478516,116.3937796054832,113.75997293313179,115.97073994394209,57412822
2020-02-03,116.21731567382812,117.12658218115082,114.49123549303003,115.70873690297343,57491768
2020-02-04,116.54095458984375,118.46428631351912,116.29436666544778,118.20537604767898,59997070
2020-02-05,113.2583236694336,120.13180352462368,113.2583236694336,120.13180352462368,110982850
2020-02-06,116.37141418457031,116.6642226117459,113.027909499991,113.16584210486579,62979111
2020-02-07,117.9279556274414,119.86979413411274,116.81834538158712,117.32691233503611,96489981
2020-02-10,115.58544158935547,118.28243522644044,115.46214762974996,118.15914126683492,65995841
2020-02-11,115.83201599121094,116.80292935439266,115.55461049345077,116.40222991141513,104177428
2020-02-12,117.6197509765625,119.838995332447,115.7087415356396,116.15567334386411,46428587
2020-02-13,116.94164276123047,118.12832657533264,115.97072926075005,116.49471096508441,38589780
2020-02-14,115.61624908447266,117.34232909404953,115.41590523611208,116.77210339923512,38046418
2020-02-17,116.44847869873047,116.46389338355588,115.40050353183098,115.77038541988452,30566070
2020-02-18,119.66944885253906,150.76192194144264,115.4004871256793,115.97071280355827,115262534
2020-02-19,120.05475616455078,120.93320511237599,119.3920657822995,120.59415257848556,56282548
2020-02-20,119.43830108642578,120.54792331327654,119.31500711500675,119.77735362884799,46979639
2020-02-21,119.34583282470703,119.83899693729012,118.8272362448346,119.43829742145388,50372253
2020-02-24,116.10942077636719,118.43654424240086,114.47581699968654,117.77385392126381,133929781
2020-02-25,113.30455780029297,116.84918294471373,112.88845535678057,116.35601883190353,90934556
2020-02-26,112.73433685302734,113.62820042696534,109.83698757998133,113.62820042696534,89840291
2020-02-27,108.69654083251953,111.3318873308313,107.69479804758082,109.83698049517854,98592287
2020-02-28,103.53372955322266,108.69654340329404,101.76141716225402,106.01496454898701,156685556
2020-03-02,102.91726684570312,107.8797366110864,101.34531014287174,107.8797366110864,276496563
2020-03-03,102.8864517211914,105.16733105157687,102.76315776874935,104.99780480645867,134651513
2020-03-04,107.55609893798828,108.15714224488771,100.51309373846075,103.04056091566812,118218780
2020-03-05,108.54242706298828,109.40546119468978,106.67765016672858,108.29583916366889,117609117
2020-03-06,105.27523040771484,108.89691746450234,103.84197027148596,107.55612193126862,115135851
2020-03-09,95.7355728149414,101.93095358051953,95.7355728149414,98.63291637970977,148560511
2020-03-10,93.87079620361328,99.15459412816718,93.57798184781873,96.70649280139506,140981302
2020-03-11,90.5265121459961,95.38109672061111,89.66347214476322,94.4101774540965,124804436
2020-03-12,80.09300994873047,86.47332560226864,77.87376563168779,86.05721729282314,218396316
2020-03-13,80.95604705810547,87.84494173890361,80.6324092100226,83.39105001944512,166136164
