Price,Close,High,Low,Open,Volume
Ticker,SSE.L,SSE.L,SSE.L,SSE.L,SSE.L
Date,,,,,
1994-01-03,88.60641479492188,88.60641479492188,88.60641479492188,88.60641479492188,0
1994-01-04,88.30874633789062,88.30874633789062,88.30874633789062,88.30874633789062,0
1994-01-05,89.40021514892578,89.40021514892578,89.40021514892578,89.40021514892578,0
1994-01-06,89.49944305419922,89.49944305419922,89.49944305419922,89.49944305419922,0
1994-01-07,91.28544616699219,91.28544616699219,91.28544616699219,91.28544616699219,0
1994-01-10,90.49169158935547,90.49169158935547,90.49169158935547,90.49169158935547,0
1994-01-11,89.89630889892578,89.89630889892578,89.89630889892578,89.89630889892578,0
1994-01-12,89.6978759765625,89.6978759765625,89.6978759765625,89.6978759765625,0
1994-01-13,88.70561981201172,88.70561981201172,88.70561981201172,88.70561981201172,0
1994-01-14,86.52274322509766,86.52274322509766,86.52274322509766,86.52274322509766,0
1994-01-17,87.11811828613281,87.11811828613281,87.11811828613281,87.11811828613281,0
1994-01-18,86.72116088867188,86.72116088867188,86.72116088867188,86.72116088867188,0
1994-01-19,89.30101013183594,89.30101013183594,89.30101013183594,89.30101013183594,0
1994-01-20,88.30874633789062,88.30874633789062,88.30874633789062,88.30874633789062,0
1994-01-21,87.51498413085938,87.51498413085938,87.51498413085938,87.51498413085938,0
1994-01-24,87.51498413085938,87.51498413085938,87.51498413085938,87.51498413085938,0
1994-01-25,89.30101013183594,89.30101013183594,89.30101013183594,89.30101013183594,0
1994-01-26,87.91187286376953,87.91187286376953,87.91187286376953,87.91187286376953,0
1994-01-27,89.10257720947266,89.10257720947266,89.10257720947266,89.10257720947266,0
1994-01-28,92.2777099609375,92.2777099609375,92.2777099609375,92.2777099609375,0
1994-01-31,92.47614288330078,92.47614288330078,92.47614288330078,92.47614288330078,0
1994-02-01,91.68235778808594,91.68235778808594,91.68235778808594,91.68235778808594,0
1994-02-02,92.2777099609375,92.2777099609375,92.2777099609375,92.2777099609375,0
1994-02-03,90.09479522705078,90.09479522705078,90.09479522705078,90.09479522705078,0
1994-02-04,88.70561981201172,88.70561981201172,88.70561981201172,88.70561981201172,0
1994-02-07,88.30874633789062,88.30874633789062,88.30874633789062,88.30874633789062,0
1994-02-08,89.10257720947266,89.10257720947266,89.10257720947266,89.10257720947266,0
1994-02-09,87.91187286376953,87.91187286376953,87.91187286376953,87.91187286376953,0
1994-02-10,84.83594512939453,84.83594512939453,84.83594512939453,84.83594512939453,0
1994-02-11,83.149169921875,83.149169921875,83.149169921875,83.149169921875,0
1994-02-14,82.54011535644531,82.54011535644531,82.54011535644531,82.54011535644531,0
1994-02-15,84.54353332519531,84.54353332519531,84.54353332519531,84.54353332519531,0
1994-02-16,86.54691314697266,86.54691314697266,86.54691314697266,86.54691314697266,0
1994-02-17,87.44841766357422,87.44841766357422,87.44841766357422,87.44841766357422,0
1994-02-18,86.74724578857422,86.74724578857422,86.74724578857422,86.74724578857422,0
1994-02-21,84.142822265625,84.142822265625,84.142822265625,84.142822265625,0
1994-02-22,83.54183197021484,83.54183197021484,83.54183197021484,83.54183197021484,0
1994-02-23,82.9407958984375,82.9407958984375,82.9407958984375,82.9407958984375,0
1994-02-24,80.93741607666016,80.93741607666016,80.93741607666016,80.93741607666016,0
1994-02-25,80.93741607666016,80.93741607666016,80.93741607666016,80.93741607666016,0
1994-02-28,81.93913269042969,81.93913269042969,81.93913269042969,81.93913269042969,0
1994-03-01,81.13774108886719,81.13774108886719,81.13774108886719,81.13774108886719,0
1994-03-02,80.33637237548828,80.33637237548828,80.33637237548828,80.33637237548828,0
1994-03-03,80.13603973388672,80.13603973388672,80.13603973388672,80.13603973388672,0
1994-03-04,79.43486022949219,79.43486022949219,79.43486022949219,79.43486022949219,0
1994-03-07,76.73026275634766,76.73026275634766,76.73026275634766,76.73026275634766,0
1994-03-08,74.72684478759766,74.72684478759766,74.72684478759766,74.72684478759766,0
1994-03-09,73.5247802734375,73.5247802734375,73.5247802734375,73.5247802734375,0
1994-03-10,75.32786560058594,75.32786560058594,75.32786560058594,75.32786560058594,0
1994-03-11,73.92548370361328,73.92548370361328,73.92548370361328,73.92548370361328,0
1994-03-14,75.92890930175781,75.92890930175781,75.92890930175781,75.92890930175781,0
1994-03-15,76.73026275634766,76.73026275634766,76.73026275634766,76.73026275634766,0
1994-03-16,75.12751770019531,75.12751770019531,75.12751770019531,75.12751770019531,0
1994-03-17,73.82532501220703,73.82532501220703,73.82532501220703,73.82532501220703,0
1994-03-18,71.92208862304688,71.92208862304688,71.92208862304688,71.92208862304688,0
1994-03-21,72.3227767944336,72.3227767944336,72.3227767944336,72.3227767944336,0
1994-03-22,75.12751770019531,75.12751770019531,75.12751770019531,75.12751770019531,0
1994-03-23,76.52994537353516,76.52994537353516,76.52994537353516,76.52994537353516,0
1994-03-24,76.73026275634766,76.73026275634766,76.73026275634766,76.73026275634766,0
1994-03-25,74.62669372558594,74.62669372558594,74.62669372558594,74.62669372558594,0
1994-03-28,77.73194885253906,77.73194885253906,77.73194885253906,77.73194885253906,0
1994-03-29,76.93059539794922,76.93059539794922,76.93059539794922,76.93059539794922,0
1994-03-30,75.5282211303711,75.5282211303711,75.5282211303711,75.5282211303711,0
1994-03-31,76.93059539794922,76.93059539794922,76.93059539794922,76.93059539794922,0
1994-04-01,76.93059539794922,76.93059539794922,76.93059539794922,76.93059539794922,0
1994-04-04,76.93059539794922,76.93059539794922,76.93059539794922,76.93059539794922,0
1994-04-05,77.33126831054688,77.33126831054688,77.33126831054688,77.33126831054688,0
1994-04-06,76.52994537353516,76.52994537353516,76.52994537353516,76.52994537353516,0
1994-04-07,75.32786560058594,75.32786560058594,75.32786560058594,75.32786560058594,0
1994-04-08,73.32447814941406,73.32447814941406,73.32447814941406,73.32447814941406,0
1994-04-11,73.82532501220703,73.82532501220703,73.82532501220703,73.82532501220703,0
1994-04-12,74.92721557617188,74.92721557617188,74.92721557617188,74.92721557617188,0
1994-04-13,74.326171875,74.326171875,74.326171875,74.326171875,0
1994-04-14,70.51971435546875,70.51971435546875,70.51971435546875,70.51971435546875,0
1994-04-15,72.92378997802734,72.92378997802734,72.92378997802734,72.92378997802734,0
1994-04-18,71.92208862304688,71.92208862304688,71.92208862304688,71.92208862304688,0
1994-04-19,71.12074279785156,71.12074279785156,71.12074279785156,71.12074279785156,0
1994-04-20,68.91698455810547,68.91698455810547,68.91698455810547,68.91698455810547,0
1994-04-21,69.71834564208984,69.71834564208984,69.71834564208984,69.71834564208984,0
1994-04-22,69.71834564208984,69.71834564208984,69.71834564208984,69.71834564208984,0
1994-04-25,67.5146255493164,67.5146255493164,67.5146255493164,67.5146255493164,0
1994-04-26,66.9135971069336,66.9135971069336,66.9135971069336,66.9135971069336,0
1994-04-27,67.915283203125,67.915283203125,67.915283203125,67.915283203125,0
1994-04-28,68.51631927490234,68.51631927490234,68.51631927490234,68.51631927490234,0
1994-04-29,68.71662902832031,68.71662902832031,68.71662902832031,68.71662902832031,0
1994-05-02,68.71662902832031,68.71662902832031,68.71662902832031,68.71662902832031,0
1994-05-03,67.5146255493164,67.5146255493164,67.5146255493164,67.5146255493164,0
1994-05-04,66.11226654052734,66.11226654052734,66.11226654052734,66.11226654052734,0
1994-05-05,67.31427001953125,67.31427001953125,67.31427001953125,67.31427001953125,0
1994-05-06,66.7132568359375,66.7132568359375,66.7132568359375,66.7132568359375,0
1994-05-09,66.31256103515625,66.31256103515625,66.31256103515625,66.31256103515625,0
1994-05-10,68.91698455810547,68.91698455810547,68.91698455810547,68.91698455810547,0
1994-05-11,71.52140045166016,71.52140045166016,71.52140045166016,71.52140045166016,0
1994-05-12,71.72174835205078,71.72174835205078,71.72174835205078,71.72174835205078,0
1994-05-13,69.91867065429688,69.91867065429688,69.91867065429688,69.91867065429688,0
1994-05-16,68.51631927490234,68.51631927490234,68.51631927490234,68.51631927490234,0
1994-05-17,67.915283203125,67.915283203125,67.915283203125,67.915283203125,0
1994-05-18,69.51801300048828,69.51801300048828,69.51801300048828,69.51801300048828,0
1994-05-19,69.91867065429688,69.91867065429688,69.91867065429688,69.91867065429688,0
1994-05-20,69.91867065429688,69.91867065429688,69.91867065429688,69.91867065429688,0
1994-05-23,71.12074279785156,71.12074279785156,71.12074279785156,71.12074279785156,0
1994-05-24,72.12239074707031,72.12239074707031,72.12239074707031,72.12239074707031,0
1994-05-25,72.12239074707031,72.12239074707031,72.12239074707031,72.12239074707031,0
1994-05-26,70.92042541503906,70.92042541503906,70.92042541503906,70.92042541503906,0
1994-05-27,68.31595611572266,68.31595611572266,68.31595611572266,68.31595611572266,0
1994-05-30,68.31595611572266,68.31595611572266,68.31595611572266,68.31595611572266,0
1994-05-31,68.31595611572266,68.31595611572266,68.31595611572266,68.31595611572266,0
1994-06-01,65.9118881225586,65.9118881225586,65.9118881225586,65.9118881225586,0
1994-06-02,67.11394500732422,67.11394500732422,67.11394500732422,67.11394500732422,0
1994-06-03,66.11226654052734,66.11226654052734,66.11226654052734,66.11226654052734,0
1994-06-06,66.11226654052734,66.11226654052734,66.11226654052734,66.11226654052734,0
1994-06-07,67.31427001953125,67.31427001953125,67.31427001953125,67.31427001953125,0
1994-06-08,67.11394500732422,67.11394500732422,67.11394500732422,67.11394500732422,0
1994-06-09,67.71493530273438,67.71493530273438,67.71493530273438,67.71493530273438,0
1994-06-10,69.31766510009766,69.31766510009766,69.31766510009766,69.31766510009766,0
1994-06-13,68.91698455810547,68.91698455810547,68.91698455810547,68.91698455810547,0
1994-06-14,69.71834564208984,69.71834564208984,69.71834564208984,69.71834564208984,0
1994-06-15,69.11732482910156,69.11732482910156,69.11732482910156,69.11732482910156,0
1994-06-16,68.91698455810547,68.91698455810547,68.91698455810547,68.91698455810547,0
1994-06-17,68.31595611572266,68.31595611572266,68.31595611572266,68.31595611572266,0
1994-06-20,67.915283203125,67.915283203125,67.915283203125,67.915283203125,0
1994-06-21,68.11563873291016,68.11563873291016,68.11563873291016,68.11563873291016,0
1994-06-22,67.915283203125,67.915283203125,67.915283203125,67.915283203125,0
1994-06-23,66.51293182373047,66.51293182373047,66.51293182373047,66.51293182373047,0
1994-06-24,64.7098617553711,64.7098617553711,64.7098617553711,64.7098617553711,0
1994-06-27,65.7115478515625,65.7115478515625,65.7115478515625,65.7115478515625,0
1994-06-28,65.51119995117188,65.51119995117188,65.51119995117188,65.51119995117188,0
1994-06-29,69.11732482910156,69.11732482910156,69.11732482910156,69.11732482910156,0
1994-06-30,69.51801300048828,69.51801300048828,69.51801300048828,69.51801300048828,0
1994-07-01,69.51801300048828,69.51801300048828,69.51801300048828,69.51801300048828,0
1994-07-04,69.11732482910156,69.11732482910156,69.11732482910156,69.11732482910156,0
1994-07-05,68.71662902832031,68.71662902832031,68.71662902832031,68.71662902832031,0
1994-07-06,68.31595611572266,68.31595611572266,68.31595611572266,68.31595611572266,0
1994-07-07,68.11563873291016,68.11563873291016,68.11563873291016,68.11563873291016,0
1994-07-08,67.915283203125,67.915283203125,67.915283203125,67.915283203125,0
1994-07-11,68.51631927490234,68.51631927490234,68.51631927490234,68.51631927490234,0
1994-07-12,68.71662902832031,68.71662902832031,68.71662902832031,68.71662902832031,0
1994-07-13,69.71834564208984,69.71834564208984,69.71834564208984,69.71834564208984,0
1994-07-14,71.12074279785156,71.12074279785156,71.12074279785156,71.12074279785156,0
1994-07-15,71.52140045166016,71.52140045166016,71.52140045166016,71.52140045166016,0
1994-07-18,72.3227767944336,72.3227767944336,72.3227767944336,72.3227767944336,0
1994-07-19,73.1241455078125,73.1241455078125,73.1241455078125,73.1241455078125,0
1994-07-20,74.72684478759766,74.72684478759766,74.72684478759766,74.72684478759766,0
1994-07-21,73.92548370361328,73.92548370361328,73.92548370361328,73.92548370361328,0
1994-07-22,74.92721557617188,74.92721557617188,74.92721557617188,74.92721557617188,0
1994-07-25,76.12924194335938,76.12924194335938,76.12924194335938,76.12924194335938,0
1994-07-26,74.92721557617188,74.92721557617188,74.92721557617188,74.92721557617188,0
1994-07-27,73.5247802734375,73.5247802734375,73.5247802734375,73.5247802734375,0
1994-07-28,74.326171875,74.326171875,74.326171875,74.326171875,0
1994-07-29,73.92548370361328,73.92548370361328,73.92548370361328,73.92548370361328,0
1994-08-01,72.52312469482422,72.52312469482422,72.52312469482422,72.52312469482422,0
1994-08-02,72.12239074707031,72.12239074707031,72.12239074707031,72.12239074707031,0
1994-08-03,72.3227767944336,72.3227767944336,72.3227767944336,72.3227767944336,0
1994-08-04,72.92378997802734,72.92378997802734,72.92378997802734,72.92378997802734,0
1994-08-05,74.72684478759766,74.72684478759766,74.72684478759766,74.72684478759766,0
1994-08-08,78.03246307373047,78.03246307373047,78.03246307373047,78.03246307373047,0
1994-08-09,76.32955169677734,76.32955169677734,76.32955169677734,76.32955169677734,0
1994-08-10,75.12751770019531,75.12751770019531,75.12751770019531,75.12751770019531,0
1994-08-11,76.32955169677734,76.32955169677734,76.32955169677734,76.32955169677734,0
1994-08-12,75.32786560058594,75.32786560058594,75.32786560058594,75.32786560058594,0
1994-08-15,75.05718231201172,75.05718231201172,75.05718231201172,75.05718231201172,0
1994-08-16,74.64704132080078,74.64704132080078,74.64704132080078,74.64704132080078,0
1994-08-17,76.90286254882812,76.90286254882812,76.90286254882812,76.90286254882812,0
1994-08-18,77.72315216064453,77.72315216064453,77.72315216064453,77.72315216064453,0
1994-08-19,80.59419250488281,80.59419250488281,80.59419250488281,80.59419250488281,0
1994-08-22,79.5688247680664,79.5688247680664,79.5688247680664,79.5688247680664,0
1994-08-23,79.36371612548828,79.36371612548828,79.36371612548828,79.36371612548828,0
1994-08-24,81.20941162109375,81.20941162109375,81.20941162109375,81.20941162109375,0
1994-08-25,83.46525573730469,83.46525573730469,83.46525573730469,83.46525573730469,0
1994-08-26,87.56673431396484,87.56673431396484,87.56673431396484,87.56673431396484,0
1994-08-29,87.56673431396484,87.56673431396484,87.56673431396484,87.56673431396484,0
1994-08-30,87.15655517578125,87.15655517578125,87.15655517578125,87.15655517578125,0
1994-08-31,85.72100830078125,85.72100830078125,85.72100830078125,85.72100830078125,0
1994-09-01,83.05506134033203,83.05506134033203,83.05506134033203,83.05506134033203,0
1994-09-02,83.67029571533203,83.67029571533203,83.67029571533203,83.67029571533203,0
1994-09-05,83.46525573730469,83.46525573730469,83.46525573730469,83.46525573730469,0
1994-09-06,81.61959075927734,81.61959075927734,81.61959075927734,81.61959075927734,0
1994-09-07,79.5688247680664,79.5688247680664,79.5688247680664,79.5688247680664,0
1994-09-08,80.18402862548828,80.18402862548828,80.18402862548828,80.18402862548828,0
1994-09-09,78.33834838867188,78.33834838867188,78.33834838867188,78.33834838867188,0
1994-09-12,76.90286254882812,76.90286254882812,76.90286254882812,76.90286254882812,0
1994-09-13,76.28764343261719,76.28764343261719,76.28764343261719,76.28764343261719,0
1994-09-14,74.64704132080078,74.64704132080078,74.64704132080078,74.64704132080078,0
1994-09-15,75.26226043701172,75.26226043701172,75.26226043701172,75.26226043701172,0
1994-09-16,75.26226043701172,75.26226043701172,75.26226043701172,75.26226043701172,0
1994-09-19,75.67240905761719,75.67240905761719,75.67240905761719,75.67240905761719,0
1994-09-20,75.87745666503906,75.87745666503906,75.87745666503906,75.87745666503906,0
1994-09-21,77.92820739746094,77.92820739746094,77.92820739746094,77.92820739746094,0
1994-09-22,78.5434341430664,78.5434341430664,78.5434341430664,78.5434341430664,0
1994-09-23,79.15867614746094,79.15867614746094,79.15867614746094,79.15867614746094,0
1994-09-26,77.31298065185547,77.31298065185547,77.31298065185547,77.31298065185547,0
1994-09-27,76.49271392822266,76.49271392822266,76.49271392822266,76.49271392822266,0
1994-09-28,76.28764343261719,76.28764343261719,76.28764343261719,76.28764343261719,0
1994-09-29,67.05927276611328,67.05927276611328,67.05927276611328,67.05927276611328,0
1994-09-30,68.69989776611328,68.69989776611328,68.69989776611328,68.69989776611328,0
1994-10-03,65.11106872558594,65.11106872558594,65.11106872558594,65.11106872558594,0
1994-10-04,65.82880401611328,65.82880401611328,65.82880401611328,65.82880401611328,0
1994-10-05,63.162872314453125,63.162872314453125,63.162872314453125,63.162872314453125,0
1994-10-06,64.59837341308594,64.59837341308594,64.59837341308594,64.59837341308594,0
1994-10-07,67.05927276611328,67.05927276611328,67.05927276611328,67.05927276611328,0
1994-10-10,67.46942901611328,67.46942901611328,67.46942901611328,67.46942901611328,0
1994-10-11,67.87957000732422,67.87957000732422,67.87957000732422,67.87957000732422,0
1994-10-12,68.69989776611328,68.69989776611328,68.69989776611328,68.69989776611328,0
1994-10-13,70.13542175292969,70.13542175292969,70.13542175292969,70.13542175292969,0
1994-10-14,67.67450714111328,67.67450714111328,67.67450714111328,67.67450714111328,0
1994-10-17,68.90493774414062,68.90493774414062,68.90493774414062,68.90493774414062,0
1994-10-18,66.85421752929688,66.85421752929688,66.85421752929688,66.85421752929688,0
1994-10-19,66.64913940429688,66.64913940429688,66.64913940429688,66.64913940429688,0
1994-10-20,66.64913940429688,66.64913940429688,66.64913940429688,66.64913940429688,0
1994-10-21,66.64913940429688,66.64913940429688,66.64913940429688,66.64913940429688,0
1994-10-24,66.85421752929688,66.85421752929688,66.85421752929688,66.85421752929688,0
1994-10-25,65.4186782836914,65.4186782836914,65.4186782836914,65.4186782836914,0
1994-10-26,64.18824768066406,64.18824768066406,64.18824768066406,64.18824768066406,0
1994-10-27,64.18824768066406,64.18824768066406,64.18824768066406,64.18824768066406,0
1994-10-28,65.2136001586914,65.2136001586914,65.2136001586914,65.2136001586914,0
1994-10-31,66.03392791748047,66.03392791748047,66.03392791748047,66.03392791748047,0
1994-11-01,66.23895263671875,66.23895263671875,66.23895263671875,66.23895263671875,0
1994-11-02,66.64913940429688,66.64913940429688,66.64913940429688,66.64913940429688,0
1994-11-03,66.85421752929688,66.85421752929688,66.85421752929688,66.85421752929688,0
1994-11-04,66.85421752929688,66.85421752929688,66.85421752929688,66.85421752929688,0
1994-11-07,67.46942901611328,67.46942901611328,67.46942901611328,67.46942901611328,0
1994-11-08,67.26434326171875,67.26434326171875,67.26434326171875,67.26434326171875,0
1994-11-09,68.08464813232422,68.08464813232422,68.08464813232422,68.08464813232422,0
1994-11-10,67.87957000732422,67.87957000732422,67.87957000732422,67.87957000732422,0
1994-11-11,66.85421752929688,66.85421752929688,66.85421752929688,66.85421752929688,0
1994-11-14,66.85421752929688,66.85421752929688,66.85421752929688,66.85421752929688,0
1994-11-15,66.23895263671875,66.23895263671875,66.23895263671875,66.23895263671875,0
